-0.797599516;-0.946809429;-1
-0.683792419;-0.797599516;-0.946809429
-0.668077023;-0.683792419;-0.797599516
-0.708142647;-0.668077023;-0.683792419
-0.704861411;-0.708142647;-0.668077023
-0.542871945;-0.704861411;-0.708142647
-0.648734997;-0.542871945;-0.704861411
-0.537691046;-0.648734997;-0.542871945
-0.418357655;-0.537691046;-0.648734997
0.366894051;-0.418357655;-0.537691046
-0.897936275;0.366894051;-0.418357655
-0.925222347;-0.897936275;0.366894051
-0.740782316;-0.925222347;-0.897936275
-0.608669372;-0.740782316;-0.925222347
-0.605215439;-0.608669372;-0.740782316
-0.675157586;-0.605215439;-0.608669372
-0.643381401;-0.675157586;-0.605215439
-0.559796218;-0.643381401;-0.675157586
-0.610569035;-0.559796218;-0.643381401
-0.534409809;-0.610569035;-0.559796218
-0.366375961;-0.534409809;-0.610569035
0.358086521;-0.366375961;-0.534409809
-0.952163026;0.358086521;-0.366375961
-0.900699421;-0.952163026;0.358086521
-0.610396339;-0.900699421;-0.952163026
-0.624730161;-0.610396339;-0.900699421
-0.636646231;-0.624730161;-0.610396339
-0.636300838;-0.636646231;-0.624730161
-0.655124773;-0.636300838;-0.636646231
-0.493135308;-0.655124773;-0.636300838
-0.59588982;-0.493135308;-0.655124773
-0.502115534;-0.59588982;-0.493135308
-0.311976513;-0.502115534;-0.59588982
0.469303169;-0.311976513;-0.502115534
-0.915724031;0.469303169;-0.311976513
-0.891719195;-0.915724031;0.469303169
-0.636300838;-0.891719195;-0.915724031
-0.612814092;-0.636300838;-0.891719195
-0.592953976;-0.612814092;-0.636300838
-0.611259822;-0.592953976;-0.612814092
-0.659096796;-0.611259822;-0.592953976
-0.499006994;-0.659096796;-0.611259822
-0.528710819;-0.499006994;-0.659096796
-0.551852172;-0.528710819;-0.499006994
-0.280545721;-0.551852172;-0.528710819
0.435454624;-0.280545721;-0.551852172
-0.52145756;0.435454624;-0.280545721
-0.481564632;-0.52145756;0.435454624
-0.495553061;-0.481564632;-0.52145756
-0.488127105;-0.495553061;-0.481564632
-0.491926431;-0.488127105;-0.495553061
-0.471893619;-0.491926431;-0.488127105
-0.496071151;-0.471893619;-0.491926431
-0.493826094;-0.496071151;-0.471893619
-0.466540022;-0.493826094;-0.496071151
-0.458941369;-0.466540022;-0.493826094
-0.482600812;-0.458941369;-0.466540022
-0.469475866;-0.482600812;-0.458941369
-0.836974355;-0.469475866;-0.482600812
-0.816941542;-0.836974355;-0.469475866
-0.515413177;-0.816941542;-0.836974355
-0.607633192;-0.515413177;-0.816941542
-0.466540022;-0.607633192;-0.515413177
